Event Date,App Name,App Apple ID,Subscription Name,Subscription Apple ID,Subscription Group ID,Standard Subscription Duration,Subscription Offer Name,Promotional Offer ID,Subscription Offer Type,Subscription Offer Duration,Marketing Opt-In Duration,Customer Price,Customer Currency,Developer Proceeds,Proceeds Currency,Preserved Pricing,Proceeds Reason,Client,Device,Country,Subscriber ID,Subscriber ID Reset,Refund,Purchase Date,Units
20240114,Screen Mirroring SmartTV Cast.,1597094402,Weekly Premium,1629807112,20905769,7 Days,,,,,,4.99,USD,4.24,USD, ,Rate After One Year, ,iPad,US,154557547972823,,,,1
20240114,Universal TV Remote Control +,1644910903,Weekly,1644911334,21017950,7 Days,,,Free Trial,3 Days,,0.0,USD,0.0,USD, , , ,iPad,US,427597059567876,,,,1
20240114,Screen Mirroring SmartTV Cast.,1597094402,Monthly,1597465274,20905769,1 Month,,,,,,9.99,USD,7.0,USD, , , ,iPhone,US,245577770879940,,,,1
20240114,Screen Mirroring SmartTV Cast.,1597094402,Yearly,1597465785,20905769,1 Year,,,,,,34.99,USD,24.5,USD, , , ,iPhone,US,511568819678758,,,,1
20240114,Universal TV Remote Control +,1644910903,Yearly sale,6445194899,21100689,1 Year,,,,,,34.99,USD,24.5,USD, , , ,iPhone,US,609605678341284,,,,1
20240114,Universal TV Remote Control +,1644910903,Weekly,1644911334,21017950,7 Days,,,,,,5.99,USD,4.2,USD, , , ,iPhone,US,490560363887470,,,,1
20240114,Universal TV Remote Control +,1644910903,Weekly,1644911334,21017950,7 Days,,,,,,6.99,USD,4.9,USD, , , ,iPhone,US,427596565031561,,,,1
20240114,Universal TV Remote Control +,1644910903,Weekly,1644911334,21017950,7 Days,,,,,,6.99,USD,4.9,USD, , , ,iPhone,US,182603219607832,,,,1
20240114,Universal TV Remote Control +,1644910903,Weekly,1644911334,21017950,7 Days,,,,,,6.99,USD,4.9,USD, , , ,iPhone,US,420673009758017,,,,1
20240114,Universal TV Remote Control +,1644910903,Weekly sale,6445194679,21100689,7 Days,,,,,,5.99,USD,4.2,USD, , , ,iPhone,US,210584690333551,,,,1
20240114,Universal TV Remote Control +,1644910903,Weekly,1644911334,21017950,7 Days,,,Free Trial,3 Days,,0.0,USD,0.0,USD, , , ,iPhone,US,525625229920737,,,,1
20240114,Universal TV Remote Control +,1644910903,Weekly,1644911334,21017950,7 Days,,,Free Trial,3 Days,,0.0,USD,0.0,USD, , , ,iPhone,US,525625221323477,,,,1
20240114,Universal TV Remote Control +,1644910903,Weekly,1644911334,21017950,7 Days,,,Free Trial,3 Days,,0.0,USD,0.0,USD, , , ,iPhone,US,637479204905552,,,,1
20240114,Universal TV Remote Control +,1644910903,Weekly,1644911334,21017950,7 Days,,,Free Trial,3 Days,,0.0,USD,0.0,USD, , , ,iPhone,US,210585669655846,,,,1
